customer_key,customer_id,customer_number,first_name,last_name,country,marital_status,gender,birthdate,create_date,customer_name
8703,19702,AW00019702,Edward,Diaz,united states,married,male,1961-03-31,2026-01-05,edward diaz
8704,19703,AW00019703,Katelyn,Baker,united states,married,female,1961-03-31,2026-01-05,katelyn baker
8705,19704,AW00019704,Nathan,Collins,canada,married,male,1960-12-23,2026-01-05,nathan collins
8706,19705,AW00019705,Anna,Hughes,canada,single,female,1960-08-29,2026-01-05,anna hughes
8707,19706,AW00019706,Benjamin,Diaz,united states,single,male,1961-04-10,2026-01-05,benjamin diaz
8708,19707,AW00019707,Cole,Cooper,united states,married,male,1965-07-19,2026-01-05,cole cooper
8709,19708,AW00019708,April,Luo,united states,married,female,1941-03-08,2026-01-05,april luo
8710,19709,AW00019709,Christian,Martin,canada,married,male,1941-11-17,2026-01-05,christian martin
8711,19710,AW00019710,Arianna,Gonzales,canada,single,female,1966-04-06,2026-01-05,arianna gonzales
8712,19711,AW00019711,Devin,Cooper,united states,single,male,1966-05-25,2026-01-05,devin cooper
8713,19712,AW00019712,Eric,Phillips,united states,married,male,1966-05-23,2026-01-05,eric phillips
8714,19713,AW00019713,Morgan,Stewart,united states,married,female,1971-08-05,2026-01-05,morgan stewart
8715,19714,AW00019714,Angela,Price,united states,single,female,1971-03-24,2026-01-05,angela price
8716,19715,AW00019715,Elijah,Parker,united states,married,male,1965-12-05,2026-01-05,elijah parker
8717,19716,AW00019716,Logan,Martin,united states,single,male,1965-04-22,2026-01-05,logan martin
8718,19717,AW00019717,Edward,Hill,united states,single,male,1965-08-02,2026-01-05,edward hill
8719,19718,AW00019718,Taylor,Butler,united states,married,female,1959-11-10,2026-01-05,taylor butler
8720,19719,AW00019719,Hunter,Baker,united states,single,male,1964-02-16,2026-01-05,hunter baker
8721,19720,AW00019720,Kaitlyn,Phillips,united states,married,female,1959-03-21,2026-01-05,kaitlyn phillips
8722,19721,AW00019721,Noah,Allen,united states,single,male,1958-10-10,2026-01-05,noah allen
8723,19722,AW00019722,Dalton,Bailey,united states,married,male,1964-09-09,2026-01-05,dalton bailey
8724,19723,AW00019723,Olivia,Russell,united states,married,female,1964-08-05,2026-01-05,olivia russell
8725,19724,AW00019724,Bryce,Morris,united states,single,male,1964-03-08,2026-01-05,bryce morris
8726,19725,AW00019725,Alexandria,Ramirez,united states,married,female,1958-04-03,2026-01-05,alexandria ramirez
8727,19726,AW00019726,Javier,Rubio,canada,married,male,1942-10-01,2026-01-05,javier rubio
8728,19727,AW00019727,Natasha,Vazquez,united states,married,female,1953-09-21,2026-01-05,natasha vazquez
8729,19728,AW00019728,Wyatt,Edwards,united states,married,male,1944-04-09,2026-01-05,wyatt edwards
8730,19729,AW00019729,Nicole,Patterson,canada,married,female,1943-10-30,2026-01-05,nicole patterson
8731,19730,AW00019730,Ricardo,Black,united states,married,male,1944-02-18,2026-01-05,ricardo black
8732,19731,AW00019731,Jonathan,Allen,united states,married,male,1943-12-19,2026-01-05,jonathan allen
8733,19732,AW00019732,Kyle,Hill,united states,single,male,1950-05-14,2026-01-05,kyle hill
8734,19733,AW00019733,Caitlin,Watson,united states,married,female,1945-04-19,2026-01-05,caitlin watson
8735,19734,AW00019734,Natalie,Weisman,united states,married,female,1944-12-08,2026-01-05,natalie weisman
8736,19735,AW00019735,Mackenzie,Reed,united states,married,female,1945-04-12,2026-01-05,mackenzie reed
8737,19736,AW00019736,Rachel,Kelly,united states,married,female,1945-08-27,2026-01-05,rachel kelly
8738,19737,AW00019737,Erin,Ramirez,united states,single,female,1951-08-16,2026-01-05,erin ramirez
8739,19738,AW00019738,Henry,Martinez,united states,married,male,1946-01-22,2026-01-05,henry martinez
8740,19739,AW00019739,Lucas,Perry,united states,married,male,1945-08-01,2026-01-05,lucas perry
8741,19740,AW00019740,Connie,Liang,united states,single,female,1946-05-21,2026-01-05,connie liang
8742,19741,AW00019741,Mar├¡a,Rivera,united states,single,female,1946-05-21,2026-01-05,mar├¡a rivera
8743,19742,AW00019742,Alexia,Russell,united states,married,female,1946-12-09,2026-01-05,alexia russell
8744,19743,AW00019743,Holly,Rana,united states,single,female,1947-02-07,2026-01-05,holly rana
8745,19744,AW00019744,Tamara,Cai,united states,married,female,1947-01-31,2026-01-05,tamara cai
8746,19745,AW00019745,Kayla,Simmons,united states,married,female,1952-09-14,2026-01-05,kayla simmons
8747,19746,AW00019746,Stephanie,Sanders,canada,married,female,1952-08-17,2026-01-05,stephanie sanders
8748,19747,AW00019747,Louis,Rai,united states,married,male,1948-06-17,2026-01-05,louis rai
8749,19748,AW00019748,Cory,Prasad,australia,married,male,1951-12-19,2026-01-05,cory prasad
8750,19749,AW00019749,Natalie,Jackson,united states,single,female,1984-03-15,2026-01-05,natalie jackson
8751,19750,AW00019750,Miguel,Flores,canada,single,male,1982-12-03,2026-01-05,miguel flores
8752,19751,AW00019751,Kaylee,Hall,canada,single,female,1983-01-03,2026-01-05,kaylee hall
8753,19752,AW00019752,Ebony,Madan,australia,married,female,1959-09-23,2026-01-05,ebony madan
8754,19753,AW00019753,Lisa,Gao,australia,married,female,1953-11-18,2026-01-05,lisa gao
8755,19754,AW00019754,Francisco,Rana,united states,single,male,1983-01-19,2026-01-05,francisco rana
8756,19755,AW00019755,Lauren,Foster,united states,married,female,1982-12-22,2026-01-05,lauren foster
8757,19756,AW00019756,Nicolas,Yuan,united states,single,male,1983-01-31,2026-01-05,nicolas yuan
8758,19757,AW00019757,Allison,Allen,canada,married,female,1981-11-06,2026-01-05,allison allen
8759,19758,AW00019758,Alex,Wright,united states,single,male,1982-06-24,2026-01-05,alex wright
8760,19759,AW00019759,Sydney,Barnes,united states,married,female,1981-10-04,2026-01-05,sydney barnes
8761,19760,AW00019760,Sydney,Russell,united states,single,female,1981-10-30,2026-01-05,sydney russell
8762,19761,AW00019761,Alan,Lu,australia,married,male,1955-12-09,2026-01-05,alan lu
8763,19762,AW00019762,Warren,Ma,australia,single,male,1961-06-20,2026-01-05,warren ma
8764,19763,AW00019763,Roger,Lu,australia,married,male,1961-10-05,2026-01-05,roger lu
8765,19764,AW00019764,Wayne,Pal,australia,married,male,1956-10-15,2026-01-05,wayne pal
8766,19765,AW00019765,Ruben,Patel,australia,married,male,1957-03-15,2026-01-05,ruben patel
8767,19766,AW00019766,Edwin,Lin,australia,married,male,1957-01-29,2026-01-05,edwin lin
8768,19767,AW00019767,Ross,Serrano,united states,single,male,1985-08-13,2026-01-05,ross serrano
8769,19768,AW00019768,Christopher,Jackson,united states,single,male,1986-04-15,2026-01-05,christopher jackson
8770,19769,AW00019769,Andrea,Peterson,united states,married,female,1986-01-24,2026-01-05,andrea peterson
8771,19770,AW00019770,Rosa,Liang,australia,married,female,1963-02-19,2026-01-05,rosa liang
8772,19771,AW00019771,Tasha,Jai,australia,married,female,1958-01-08,2026-01-05,tasha jai
8773,19772,AW00019772,Hector,Vazquez,australia,single,male,1965-05-06,2026-01-05,hector vazquez
8774,19773,AW00019773,Ricky,Gutierrez,australia,married,male,1959-09-08,2026-01-05,ricky gutierrez
8775,19774,AW00019774,Brianna,Davis,united states,married,female,1981-05-06,2026-01-05,brianna davis
8776,19775,AW00019775,Alisha,Cai,united states,single,female,1980-10-23,2026-01-05,alisha cai
8777,19776,AW00019776,Judith,Murphy,united states,married,female,1980-11-18,2026-01-05,judith murphy
8778,19777,AW00019777,Jonathan,Thomas,united states,married,male,1986-05-15,2026-01-05,jonathan thomas
8779,19778,AW00019778,Isabella,Jones,united states,married,female,1981-02-12,2026-01-05,isabella jones
8780,19779,AW00019779,Emily,Foster,united states,single,female,1978-07-10,2026-01-05,emily foster
8781,19780,AW00019780,Brianna,White,united states,single,female,1979-06-10,2026-01-05,brianna white
8782,19781,AW00019781,Alexis,Washington,canada,married,female,1981-09-30,2026-01-05,alexis washington
8783,19782,AW00019782,Derek,Shan,australia,single,male,1960-10-15,2026-01-05,derek shan
8784,19783,AW00019783,Tony,Kumar,australia,single,male,1966-05-04,2026-01-05,tony kumar
8785,19784,AW00019784,Christy,Liu,australia,married,female,1961-03-17,2026-01-05,christy liu
8786,19785,AW00019785,Olivia,Ramirez,australia,married,female,1966-07-09,2026-01-05,olivia ramirez
8787,19786,AW00019786,Robin,Carlson,australia,married,female,1962-01-25,2026-01-05,robin carlson
8788,19787,AW00019787,Alex,Hill,australia,single,male,1961-12-26,2026-01-05,alex hill
8789,19788,AW00019788,Kristen,Hu,australia,single,female,1967-06-15,2026-01-05,kristen hu
8790,19789,AW00019789,Gloria,Munoz,australia,married,female,1961-10-08,2026-01-05,gloria munoz
8791,19790,AW00019790,Amy,Wu,australia,single,female,1962-04-25,2026-01-05,amy wu
8792,19791,AW00019791,Warren,Zhou,australia,single,male,1961-10-06,2026-01-05,warren zhou
8793,19792,AW00019792,Cristina,Nara,australia,single,female,1963-02-23,2026-01-05,cristina nara
8794,19793,AW00019793,Tina,Smith,australia,single,female,1962-11-19,2026-01-05,tina smith
8795,19794,AW00019794,Danny,Ortega,australia,single,male,1968-11-08,2026-01-05,danny ortega
8796,19795,AW00019795,Casey,Navarro,australia,married,male,1963-07-13,2026-01-05,casey navarro
8797,19796,AW00019796,Marshall,Xie,australia,single,male,1964-05-12,2026-01-05,marshall xie
8798,19797,AW00019797,Clarence,Liu,australia,single,male,1964-05-23,2026-01-05,clarence liu
8799,19798,AW00019798,Bianca,Ma,australia,married,female,1970-05-06,2026-01-05,bianca ma
8800,19799,AW00019799,Austin,Taylor,united states,single,male,1978-12-15,2026-01-05,austin taylor
8801,19800,AW00019800,Lauren,White,united states,single,female,1978-09-10,2026-01-05,lauren white
8802,19801,AW00019801,John,Lee,canada,single,male,1985-10-04,2026-01-05,john lee
8803,19802,AW00019802,Sara,James,canada,single,female,1980-01-10,2026-01-05,sara james
8804,19803,AW00019803,Jermaine,Mehta,united states,single,male,1985-10-04,2026-01-05,jermaine mehta
8805,19804,AW00019804,Cameron,Foster,united states,single,male,1985-08-13,2026-01-05,cameron foster
8806,19805,AW00019805,Mariah,Butler,united states,single,female,1985-08-02,2026-01-05,mariah butler
8807,19806,AW00019806,Nancy,Perez,united states,single,female,1979-08-22,2026-01-05,nancy perez
8808,19807,AW00019807,Shannon,Zhao,australia,married,female,1964-10-21,2026-01-05,shannon zhao
8809,19808,AW00019808,Brooke,Kelly,united states,married,female,1971-07-26,2026-01-05,brooke kelly
8810,19809,AW00019809,Eric,Sharma,united states,married,male,1977-10-20,2026-01-05,eric sharma
8811,19810,AW00019810,Oscar,Long,united states,single,male,1963-04-14,2026-01-05,oscar long
8812,19811,AW00019811,Evan,Allen,united states,married,male,1963-04-21,2026-01-05,evan allen
8813,19812,AW00019812,Sydney,Morgan,united states,single,female,1968-08-13,2026-01-05,sydney morgan
8814,19813,AW00019813,Rebecca,Perez,united states,married,female,1962-07-16,2026-01-05,rebecca perez
8815,19814,AW00019814,Blake,Washington,united states,married,male,1962-08-12,2026-01-05,blake washington
8816,19815,AW00019815,Christian,Thompson,united states,married,male,1962-10-06,2026-01-05,christian thompson
8817,19816,AW00019816,Lucas,Brown,united states,married,male,1968-11-15,2026-01-05,lucas brown
8818,19817,AW00019817,Morgan,Flores,canada,single,female,1967-08-05,2026-01-05,morgan flores
8819,19818,AW00019818,Brianna,Anderson,united states,married,female,1961-07-17,2026-01-05,brianna anderson
8820,19819,AW00019819,Andrew,Brown,united states,married,male,1961-11-09,2026-01-05,andrew brown
8821,19820,AW00019820,Alexandra,Coleman,united states,married,female,1961-08-31,2026-01-05,alexandra coleman
8822,19821,AW00019821,Tabitha,Vazquez,united states,married,female,1972-12-08,2026-01-05,tabitha vazquez
8823,19822,AW00019822,Carlos,Adams,canada,married,male,1976-01-24,2026-01-05,carlos adams
8824,19823,AW00019823,Abigail,Foster,canada,married,female,1971-04-26,2026-01-05,abigail foster
8825,19824,AW00019824,Jordan,Perry,united states,single,male,1970-11-13,2026-01-05,jordan perry
8826,19825,AW00019825,Gilbert,Ferrier,united states,married,male,1970-08-13,2026-01-05,gilbert ferrier
8827,19826,AW00019826,Clarence,Zhao,canada,single,male,1975-08-02,2026-01-05,clarence zhao
8828,19827,AW00019827,Justin,Smith,canada,married,male,1975-03-08,2026-01-05,justin smith
8829,19828,AW00019828,Madison,Wilson,canada,married,female,1969-07-05,2026-01-05,madison wilson
8830,19829,AW00019829,Lucas,Mitchell,canada,single,male,1969-03-02,2026-01-05,lucas mitchell
8831,19830,AW00019830,Gabrielle,Long,canada,single,female,1973-12-20,2026-01-05,gabrielle long
8832,19831,AW00019831,Charles,Green,united states,married,male,1968-02-20,2026-01-05,charles green
8833,19832,AW00019832,Sheila,Hernandez,united states,married,female,1978-05-21,2026-01-05,sheila hernandez
8834,19833,AW00019833,Michelle,Kelly,united states,married,female,1947-08-22,2026-01-05,michelle kelly
8835,19834,AW00019834,Johnny,Sharma,united states,married,male,1948-02-02,2026-01-05,johnny sharma
8836,19835,AW00019835,Jordan,Allen,united states,married,female,1947-07-09,2026-01-05,jordan allen
8837,19836,AW00019836,Kevin,Jai,canada,married,male,1948-02-02,2026-01-05,kevin jai
8838,19837,AW00019837,Philip,Jimenez,united states,married,male,1958-09-04,2026-01-05,philip jimenez
8839,19838,AW00019838,Jared,Ramirez,united states,married,male,1948-04-16,2026-01-05,jared ramirez
8840,19839,AW00019839,Carly,Yuan,canada,married,female,1949-01-19,2026-01-05,carly yuan
8841,19840,AW00019840,Jessica,James,united states,married,female,1949-03-10,2026-01-05,jessica james
8842,19841,AW00019841,Alexandria,Jenkins,united states,married,female,1954-09-30,2026-01-05,alexandria jenkins
8843,19842,AW00019842,Katherine,Phillips,united states,married,female,1948-10-29,2026-01-05,katherine phillips
8844,19843,AW00019843,Connor,Kumar,united states,single,male,1954-06-16,2026-01-05,connor kumar
8845,19844,AW00019844,Emma,Murphy,canada,married,female,1949-03-02,2026-01-05,emma murphy
8846,19845,AW00019845,Fernando,Hernandez,united states,married,male,1948-08-07,2026-01-05,fernando hernandez
8847,19846,AW00019846,Seth,Patterson,united states,married,male,1949-04-20,2026-01-05,seth patterson
8848,19847,AW00019847,Brendan,Anand,canada,single,male,1948-08-25,2026-01-05,brendan anand
8849,19848,AW00019848,Bryant,Malhotra,united states,married,male,1948-08-12,2026-01-05,bryant malhotra
8850,19849,AW00019849,Jorge,Wu,united states,married,male,1955-04-12,2026-01-05,jorge wu
8851,19850,AW00019850,Jeremiah,Hill,united states,married,male,1950-01-14,2026-01-05,jeremiah hill
8852,19851,AW00019851,Louis,Pal,united states,single,male,1950-12-02,2026-01-05,louis pal
8853,19852,AW00019852,Eric,Carter,united states,single,male,1951-04-22,2026-01-05,eric carter
8854,19853,AW00019853,Ricky,Ramos,united states,married,male,1957-08-09,2026-01-05,ricky ramos
8855,19854,AW00019854,Katherine,Hall,united states,single,female,1952-04-15,2026-01-05,katherine hall
8856,19855,AW00019855,John,Smith,canada,married,male,1957-02-22,2026-01-05,john smith
8857,19856,AW00019856,Tammy,Madan,united states,married,female,1951-12-14,2026-01-05,tammy madan
8858,19857,AW00019857,Megan,Rogers,united states,single,female,1952-03-12,2026-01-05,megan rogers
8859,19858,AW00019858,Jenna,Collins,united states,married,female,1952-04-21,2026-01-05,jenna collins
8860,19859,AW00019859,Lisa,Zhao,united states,married,female,1952-01-08,2026-01-05,lisa zhao
8861,19860,AW00019860,Sara,Young,united states,single,female,1953-04-11,2026-01-05,sara young
8862,19861,AW00019861,Caroline,Perry,united states,married,female,1953-03-03,2026-01-05,caroline perry
8863,19862,AW00019862,Emily,Harris,canada,married,female,1954-02-07,2026-01-05,emily harris
8864,19863,AW00019863,Paige,Powell,united states,married,female,1954-03-13,2026-01-05,paige powell
8865,19864,AW00019864,Isaiah,Brooks,united states,married,male,1954-06-16,2026-01-05,isaiah brooks
8866,19865,AW00019865,Hailey,Butler,united states,married,female,1953-08-04,2026-01-05,hailey butler
8867,19866,AW00019866,Martin,Patel,united states,married,male,1953-12-15,2026-01-05,martin patel
8868,19867,AW00019867,Juan,Sanchez,united states,married,male,1954-06-19,2026-01-05,juan sanchez
8869,19868,AW00019868,Kyle,Jenkins,united states,single,male,1954-06-23,2026-01-05,kyle jenkins
8870,19869,AW00019869,Carol,Brooks,united states,married,female,1953-11-18,2026-01-05,carol brooks
8871,19870,AW00019870,James,Martin,canada,married,male,1960-10-13,2026-01-05,james martin
8872,19871,AW00019871,Bryce,Rivera,united states,single,male,1960-03-13,2026-01-05,bryce rivera
8873,19872,AW00019872,Faith,Foster,canada,married,female,1966-09-19,2026-01-05,faith foster
8874,19873,AW00019873,Dylan,Thomas,canada,single,male,1956-01-31,2026-01-05,dylan thomas
8875,19874,AW00019874,Sara,Rogers,canada,married,female,1966-09-19,2026-01-05,sara rogers
8876,19875,AW00019875,Patrick,James,united states,married,male,1955-11-16,2026-01-05,patrick james
8877,19876,AW00019876,Nathan,Edwards,united states,married,male,1955-12-11,2026-01-05,nathan edwards
8878,19877,AW00019877,Steve,Zheng,united states,married,male,1961-04-19,2026-01-05,steve zheng
8879,19878,AW00019878,Morgan,Jackson,united states,married,female,1956-01-24,2026-01-05,morgan jackson
8880,19879,AW00019879,Ian,Green,united states,married,male,1955-11-14,2026-01-05,ian green
8881,19880,AW00019880,Emma,Bennett,united states,married,female,1955-11-13,2026-01-05,emma bennett
8882,19881,AW00019881,Aidan,Long,united states,married,male,1955-10-19,2026-01-05,aidan long
8883,19882,AW00019882,Richard,Phillips,united states,single,male,1955-12-21,2026-01-05,richard phillips
8884,19883,AW00019883,Kevin,Young,united states,married,male,1956-04-16,2026-01-05,kevin young
8885,19884,AW00019884,James,Simmons,canada,married,male,1962-04-05,2026-01-05,james simmons
8886,19885,AW00019885,Isaac,Turner,united states,single,male,1957-03-21,2026-01-05,isaac turner
8887,19886,AW00019886,Marcus,Butler,united states,married,male,1957-01-29,2026-01-05,marcus butler
8888,19887,AW00019887,Olivia,Walker,united states,married,female,1957-06-16,2026-01-05,olivia walker
8889,19888,AW00019888,Carson,Washington,united states,single,male,1956-07-02,2026-01-05,carson washington
8890,19889,AW00019889,Catherine,Sanders,united states,single,female,1957-12-19,2026-01-05,catherine sanders
8891,19890,AW00019890,Lee,Alvarez,united states,single,male,1963-08-19,2026-01-05,lee alvarez
8892,19891,AW00019891,Jennifer,Morgan,united states,married,female,1958-05-16,2026-01-05,jennifer morgan
8893,19892,AW00019892,Richard,Campbell,united states,married,male,1957-11-20,2026-01-05,richard campbell
8894,19893,AW00019893,Evan,Baker,united states,single,male,1963-02-18,2026-01-05,evan baker
8895,19894,AW00019894,Elijah,Sharma,united states,single,male,1958-01-10,2026-01-05,elijah sharma
8896,19895,AW00019895,Ricky,Jimenez,united states,married,male,1963-02-19,2026-01-05,ricky jimenez
8897,19896,AW00019896,Kaitlyn,Thomas,united states,married,female,1963-02-12,2026-01-05,kaitlyn thomas
8898,19897,AW00019897,Gabriella,Nelson,united states,single,female,1958-10-05,2026-01-05,gabriella nelson
8899,19898,AW00019898,Desiree,Serrano,germany,single,female,1963-11-07,2026-01-05,desiree serrano
8900,19899,AW00019899,Marcus,Richardson,france,married,male,1973-09-12,2026-01-05,marcus richardson
8901,19900,AW00019900,Zoe,Richardson,germany,married,female,1962-08-08,2026-01-05,zoe richardson
8902,19901,AW00019901,Ronald,Sara,germany,married,male,1968-10-19,2026-01-05,ronald sara
8903,19902,AW00019902,Johnny,Pal,france,married,male,1962-03-12,2026-01-05,johnny pal
8904,19903,AW00019903,Marcus,Nelson,france,single,male,1962-06-03,2026-01-05,marcus nelson
8905,19904,AW00019904,Jasmine,Gray,germany,married,female,1961-09-11,2026-01-05,jasmine gray
8906,19905,AW00019905,Chelsea,Fernandez,united kingdom,single,female,1967-10-18,2026-01-05,chelsea fernandez
8907,19906,AW00019906,Armando,Mu├▒oz,united kingdom,married,male,1961-10-31,2026-01-05,armando mu├▒oz
8908,19907,AW00019907,Bruce,Diaz,france,married,male,1961-04-03,2026-01-05,bruce diaz
8909,19908,AW00019908,Pamela,Prasad,france,single,female,1961-01-04,2026-01-05,pamela prasad
8910,19909,AW00019909,Geoffrey,Chandra,germany,married,male,1960-09-05,2026-01-05,geoffrey chandra
8911,19910,AW00019910,Orlando,Rubio,germany,married,male,1960-12-01,2026-01-05,orlando rubio
8912,19911,AW00019911,Valerie,Chen,united kingdom,single,female,1961-01-15,2026-01-05,valerie chen
8913,19912,AW00019912,Tara,Xie,united kingdom,married,female,1977-05-24,2026-01-05,tara xie
8914,19913,AW00019913,Jennifer,Perez,france,married,female,1949-12-03,2026-01-05,jennifer perez
8915,19914,AW00019914,Willie,Ma,france,married,male,1949-10-25,2026-01-05,willie ma
8916,19915,AW00019915,Claudia,McDonald,germany,married,female,1950-03-20,2026-01-05,claudia mcdonald
8917,19916,AW00019916,Katie,Xie,united kingdom,married,female,1950-06-05,2026-01-05,katie xie
8918,19917,AW00019917,Jenny,Chander,united kingdom,married,female,1955-02-04,2026-01-05,jenny chander
8919,19918,AW00019918,Joy,Alonso,united kingdom,married,female,1949-10-17,2026-01-05,joy alonso
8920,19919,AW00019919,Rebekah,Johnsen,united kingdom,married,female,1956-07-17,2026-01-05,rebekah johnsen
8921,19920,AW00019920,Meredith,Sanchez,france,single,female,1951-10-07,2026-01-05,meredith sanchez
8922,19921,AW00019921,Cara,Cai,germany,single,female,1957-02-01,2026-01-05,cara cai
8923,19922,AW00019922,Nancy,Gonzalez,france,single,female,1960-04-23,2026-01-05,nancy gonzalez
8924,19923,AW00019923,Joe,Prasad,france,married,male,1960-05-02,2026-01-05,joe prasad
8925,19924,AW00019924,Douglas,Perez,germany,married,male,1965-04-16,2026-01-05,douglas perez
8926,19925,AW00019925,Madison,Jenkins,germany,married,female,1960-05-13,2026-01-05,madison jenkins
8927,19926,AW00019926,Alexandria,Diaz,united kingdom,married,female,1959-11-03,2026-01-05,alexandria diaz
8928,19927,AW00019927,Ruben,Fernandez,united kingdom,married,male,1960-01-23,2026-01-05,ruben fernandez
8929,19928,AW00019928,Jaime,Sanz,united kingdom,married,female,1965-05-31,2026-01-05,jaime sanz
8930,19929,AW00019929,Dale,Chander,france,married,male,1964-09-12,2026-01-05,dale chander
8931,19930,AW00019930,Tony,Tang,germany,married,male,1959-02-03,2026-01-05,tony tang
8932,19931,AW00019931,Darryl,Xu,germany,married,male,1964-11-18,2026-01-05,darryl xu
8933,19932,AW00019932,Javier,Sanz,france,single,male,1969-01-18,2026-01-05,javier sanz
8934,19933,AW00019933,Nichole,Deng,united kingdom,married,female,1963-02-12,2026-01-05,nichole deng
8935,19934,AW00019934,Neil,Blanco,germany,married,male,1956-12-24,2026-01-05,neil blanco
8936,19935,AW00019935,Clinton,Navarro,germany,married,male,1957-06-20,2026-01-05,clinton navarro
8937,19936,AW00019936,Corey,Luo,germany,married,male,1961-09-08,2026-01-05,corey luo
8938,19937,AW00019937,Jimmy,Gomez,germany,single,male,1956-06-18,2026-01-05,jimmy gomez
8939,19938,AW00019938,Chelsea,Patel,united kingdom,married,female,1956-01-24,2026-01-05,chelsea patel
8940,19939,AW00019939,Alvin,Wang,united kingdom,married,male,1956-02-02,2026-01-05,alvin wang
8941,19940,AW00019940,Rosa,Ye,united kingdom,married,female,1971-02-08,2026-01-05,rosa ye
8942,19941,AW00019941,Cedric,Liang,united kingdom,single,male,1954-09-08,2026-01-05,cedric liang
8943,19942,AW00019942,Armando,Navarro,united kingdom,single,male,1960-08-04,2026-01-05,armando navarro
8944,19943,AW00019943,Walter,Carlson,france,married,male,1953-08-26,2026-01-05,walter carlson
8945,19944,AW00019944,Jonathon,Suarez,germany,married,male,1954-02-07,2026-01-05,jonathon suarez
8946,19945,AW00019945,Phillip,Garcia,france,married,male,1952-12-19,2026-01-05,phillip garcia
8947,19946,AW00019946,Tamara,Raje,united kingdom,single,female,1952-12-06,2026-01-05,tamara raje
8948,19947,AW00019947,Darryl,Liu,australia,single,male,1986-05-22,2026-01-05,darryl liu
8949,19948,AW00019948,Lacey,Hu,australia,single,female,1981-04-20,2026-01-05,lacey hu
8950,19949,AW00019949,Ni├▒ia,Anand,australia,married,female,1982-06-25,2026-01-05,ni├▒ia anand
8951,19950,AW00019950,Ronnie,Lu,australia,married,male,1981-07-10,2026-01-05,ronnie lu
8952,19951,AW00019951,Roy,Moreno,australia,single,male,1982-01-23,2026-01-05,roy moreno
8953,19952,AW00019952,Adrienne,Martin,australia,single,female,1980-09-24,2026-01-05,adrienne martin
8954,19953,AW00019953,Darrell,Lal,australia,single,male,1979-08-23,2026-01-05,darrell lal
8955,19954,AW00019954,Jose,Carlson,australia,married,male,1980-01-31,2026-01-05,jose carlson
8956,19955,AW00019955,Jake,Gao,australia,single,male,1984-05-08,2026-01-05,jake gao
8957,19956,AW00019956,Susan,She,australia,married,female,1984-12-20,2026-01-05,susan she
8958,19957,AW00019957,Arthur,Mehta,australia,single,male,1979-09-16,2026-01-05,arthur mehta
8959,19958,AW00019958,Erika,Romero,australia,married,female,1984-12-02,2026-01-05,erika romero
8960,19959,AW00019959,Tabitha,Moreno,australia,single,female,1984-03-07,2026-01-05,tabitha moreno
8961,19960,AW00019960,Phil,Spencer,australia,married,male,1978-08-02,2026-01-05,phil spencer
8962,19961,AW00019961,Kristin,She,australia,married,female,1977-08-04,2026-01-05,kristin she
8963,19962,AW00019962,Dominic,Prasad,australia,married,male,1979-04-07,2026-01-05,dominic prasad
8964,19963,AW00019963,Geoffrey,Fernandez,australia,married,male,1979-05-20,2026-01-05,geoffrey fernandez
8965,19964,AW00019964,Gloria,Alonso,australia,single,female,1978-12-09,2026-01-05,gloria alonso
8966,19965,AW00019965,Jay,Lopez,australia,married,male,1979-05-13,2026-01-05,jay lopez
8967,19966,AW00019966,Abby,Sanchez,australia,married,female,1983-07-20,2026-01-05,abby sanchez
8968,19967,AW00019967,Devon,Deng,australia,single,male,1983-10-29,2026-01-05,devon deng
8969,19968,AW00019968,Katrina,Chande,australia,married,female,1983-07-25,2026-01-05,katrina chande
8970,19969,AW00019969,Jake,Guo,australia,single,male,1982-03-21,2026-01-05,jake guo
8971,19970,AW00019970,Tanya,Jimenez,australia,single,female,1978-05-08,2026-01-05,tanya jimenez
8972,19971,AW00019971,Jeffery,Lu,australia,single,male,1977-01-01,2026-01-05,jeffery lu
8973,19972,AW00019972,Lindsay,Chander,australia,married,female,1982-11-13,2026-01-05,lindsay chander
8974,19973,AW00019973,Colin,Zhu,australia,married,male,1981-10-11,2026-01-05,colin zhu
8975,19974,AW00019974,George,Fernandez,australia,married,male,1976-02-10,2026-01-05,george fernandez
8976,19975,AW00019975,Brittney,Zhang,australia,single,female,1976-03-15,2026-01-05,brittney zhang
8977,19976,AW00019976,Tamara,Sun,australia,married,female,1975-10-05,2026-01-05,tamara sun
8978,19977,AW00019977,Kristine,Gill,australia,single,female,1976-04-08,2026-01-05,kristine gill
8979,19978,AW00019978,Marshall,Yuan,australia,married,male,1976-10-25,2026-01-05,marshall yuan
8980,19979,AW00019979,Janet,Browning,australia,married,female,1977-06-22,2026-01-05,janet browning
8981,19980,AW00019980,Alexandra,Carter,united states,married,female,1970-01-31,2026-01-05,alexandra carter
8982,19981,AW00019981,Kelly,Russell,united states,married,female,1977-09-15,2026-01-05,kelly russell
8983,19982,AW00019982,Charles,Cox,united states,single,male,1977-07-21,2026-01-05,charles cox
8984,19983,AW00019983,Michael,Martinez,united states,married,male,1975-11-17,2026-01-05,michael martinez
8985,19984,AW00019984,Sara,Morris,united states,married,female,1975-12-05,2026-01-05,sara morris
8986,19985,AW00019985,Tamara,Ma,united states,single,female,1975-03-24,2026-01-05,tamara ma
8987,19986,AW00019986,Jamie,Huang,united states,single,female,1980-07-09,2026-01-05,jamie huang
